Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
676062c0046391cec735d704,67603ec6f369599a362eecb9,APPROVED,Not Applicable,2024-12-16T17:26:35.566000Z,2024-12-16T18:15:16.974000Z,2024-12-18T17:21:36.731000Z,2024-12-16T18:15:40.430499Z,2922.0,CJFYZJY7,3,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
676062c5ee03459ef6f4199a,6755b1f8c871c87e5d2e5744,RETURNED,Not Applicable,2024-12-16T17:26:50.907000Z,,,2025-04-11T13:48:17.297107Z,,,37,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
676062e083507cb825a28813,673efaa7caf0942718ac1631,APPROVED,Not Applicable,2024-12-16T17:27:01.104000Z,2024-12-16T18:45:09.518000Z,2024-12-18T17:21:27.112000Z,2024-12-16T18:45:55.916498Z,4689.0,CJFYZJY7,9,25,Male,Black,Nigeria,United States,United States,Afrikaans,DATA_EXPIRED,DATA_EXPIRED
676062edbcf6b963c87d0d8d,675da16368f40dd379799754,APPROVED,Not Applicable,2024-12-16T17:27:33.437000Z,2024-12-16T18:59:51.878000Z,2024-12-18T17:21:27.581000Z,2024-12-16T18:59:52.711858Z,5539.0,CJFYZJY7,8,44,Male,Black,Ghana,United States,United States,English,DATA_EXPIRED,Full-Time
676062fe5ab03ca48d4f9fab,5d23ac815173fe001528bcd6,APPROVED,Not Applicable,2024-12-16T17:28:02.571000Z,2024-12-16T18:19:45.238000Z,2024-12-18T17:21:37.399000Z,2024-12-16T18:19:48.381894Z,3103.0,CJFYZJY7,2752,45,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6760630aff74e2ce3aebf1a6,60165591d472ae0b5c202703,APPROVED,Not Applicable,2024-12-16T17:28:43.440000Z,2024-12-16T18:36:48.743000Z,2024-12-18T17:21:38.491000Z,2024-12-16T18:36:49.573965Z,4086.0,CJFYZJY7,197,25,Female,Black,United States,United States,United States,English,Yes,Full-Time
6760630f9e0413354ce251de,62b9e995fd8c321a2f65a6cd,APPROVED,Not Applicable,2024-12-16T17:27:48.927000Z,2024-12-16T18:23:57.591000Z,2024-12-18T17:21:39.314000Z,2024-12-16T18:23:58.498555Z,3369.0,CJFYZJY7,2511,25,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67606323e31be04eecbdfda8,5fe17e28d8918b3fae67ec4d,APPROVED,Not Applicable,2024-12-16T17:28:26.415000Z,2024-12-16T18:41:37.378000Z,2024-12-18T17:21:28.119000Z,2024-12-16T18:41:38.357404Z,4391.0,CJFYZJY7,2821,45,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67606339b1f1adff66011517,65cbb41e2614de61e770c67c,APPROVED,Not Applicable,2024-12-16T17:28:32.745000Z,2024-12-16T18:13:30.979000Z,2024-12-18T17:21:40.026000Z,2024-12-16T18:15:15.590048Z,2699.0,CJFYZJY7,12,22,Female,Asian,United States,United States,United States,Vietnamese,No,DATA_EXPIRED
676063488afe2ff35c53c586,673487045133bc17c8100d16,APPROVED,Not Applicable,2024-12-16T17:34:00.725000Z,2024-12-16T18:50:27.845000Z,2024-12-18T17:21:41.023000Z,2024-12-16T18:50:28.665117Z,4588.0,CJFYZJY7,7,35,Female,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
